seqnames	start	end	width	strand	name	score	signalValue	pValue	qValue	peak	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr12	109830067	109830377	311	*	SRR1642051_peak_13765	102	6.43949	10.2497	7.46931	101	Promoter (2-3kb)	12	109833348	109833436	89	1	100616454	-2971	ENSG00000263510	MIR4497	microRNA 4497
chr12	109831317	109831483	167	*	SRR1642051_peak_13768	112	6.28429	11.2663	8.3757	53	Promoter (1-2kb)	12	109833348	109833436	89	1	100616454	-1865	ENSG00000263510	MIR4497	microRNA 4497
chr12	110011178	110011477	300	*	SRR1642051_peak_13780	102	6.05675	10.2677	7.48336	188	Intron (ENST00000553025.5/88455, intron 1 of 11)	12	109999186	110039763	40578	1	88455	11992	ENSG00000076513	ANKRD13A	ankyrin repeat domain 13A
chr12	110023050	110023219	170	*	SRR1642051_peak_13781	112	6.30738	11.2084	8.32872	96	Intron (ENST00000553025.5/88455, intron 7 of 11)	12	109999186	110039763	40578	1	88455	23864	ENSG00000076513	ANKRD13A	ankyrin repeat domain 13A
chr12	110038764	110039047	284	*	SRR1642051_peak_13784	150	6.85064	15.009	11.7362	165	3' UTR	12	110027028	110073686	46659	2	400073	34639	ENSG00000174456	C12orf76	chromosome 12 open reading frame 76
chr12	110744798	110744968	171	*	SRR1642051_peak_13831	83	5.37412	8.35009	5.79549	84	Promoter (1-2kb)	12	110719680	110742939	23260	2	5501	-1859	ENSG00000186298	PPP1CC	protein phosphatase 1 catalytic subunit gamma
chr12	111167067	111167259	193	*	SRR1642051_peak_13846	118	6.63355	11.8503	8.89693	61	Intron (ENST00000261726.11/23316, intron 1 of 21)	12	111034165	111350554	316390	1	23316	132902	ENSG00000111249	CUX2	cut like homeobox 2
chr12	111424969	111425175	207	*	SRR1642051_peak_13863	107	5.82008	10.7205	7.90107	119	Intron (ENST00000341259.7/10019, intron 2 of 7)	12	111405923	111451623	45701	1	10019	19046	ENSG00000111252	SH2B3	SH2B adaptor protein 3
chr12	111758462	111758606	145	*	SRR1642051_peak_13886	66	4.45337	6.6833	4.29256	130	Intron (ENST00000546840.3/217, intron 2 of 7)	12	111753890	111817532	63643	1	217	4572	ENSG00000111275	ALDH2	aldehyde dehydrogenase 2 family member
chr12	113231211	113231654	444	*	SRR1642051_peak_13948	116	5.8753	11.6731	8.75741	237	Intron (ENST00000552642.5/53373, intron 1 of 3)	12	113195441	113221094	25654	2	115811	-10117	ENSG00000166578	IQCD	IQ motif containing D
chr12	113236853	113237151	299	*	SRR1642051_peak_13950	117	5.50304	11.7967	8.85468	119	Intron (ENST00000552642.5/53373, intron 1 of 3)	12	113195441	113221094	25654	2	115811	-15759	ENSG00000166578	IQCD	IQ motif containing D
chr12	113244015	113244205	191	*	SRR1642051_peak_13954	107	5.82008	10.7205	7.90107	111	Intron (ENST00000552642.5/53373, intron 1 of 3)	12	113195441	113221094	25654	2	115811	-22921	ENSG00000166578	IQCD	IQ motif containing D
chr12	113419243	113419464	222	*	SRR1642051_peak_13967	83	5.34597	8.30539	5.75658	158	Promoter (2-3kb)	12	113422380	113438276	15897	1	113675	-2916	ENSG00000139410	SDSL	serine dehydratase like
chr12	117142754	117143179	426	*	SRR1642051_peak_13996	112	6.69085	11.2923	8.40136	102	3' UTR	12	117099481	117142091	42611	1	101928244	43273	NA	TESC-AS1	TESC antisense RNA 1 (head to head)
chr12	119716807	119717040	234	*	SRR1642051_peak_14053	165	7.49642	16.5593	13.1035	113	Intron (ENST00000261833.11/11113, intron 31 of 46)	12	119713634	119713724	91	2	100302274	-3083	ENSG00000283768	MIR1178	microRNA 1178
chr12	120227862	120228397	536	*	SRR1642051_peak_14066	161	7.67115	16.1808	12.7776	451	Intron (ENST00000267257.11/5829, intron 1 of 10)	12	120218070	120222668	4599	1	124903034	9792	NA	LOC124903034	uncharacterized LOC124903034
chr12	120849715	120849936	222	*	SRR1642051_peak_14108	131	6.50674	13.106	10.0306	117	Intron (ENST00000353487.7/121665, intron 1 of 10)	12	120762510	120904358	141849	2	121665	54422	ENSG00000157837	SPPL3	signal peptide peptidase like 3
chr12	121376727	121377074	348	*	SRR1642051_peak_14151	98	5.91299	9.80407	7.08386	119	Intron (ENST00000536837.1/51433, intron 1 of 3)	12	121308245	121399896	91652	2	51433	22822	ENSG00000089053	ANAPC5	anaphase promoting complex subunit 5
chr12	121773150	121773326	177	*	SRR1642051_peak_14161	150	7.07062	15.0954	11.8128	80	Intron (ENST00000342607.10/144404, intron 8 of 12)	12	121777754	121800677	22924	2	54509	27351	ENSG00000139725	RHOF	ras homolog family member F, filopodia associated
chr12	121791574	121791730	157	*	SRR1642051_peak_14163	82	5.31812	8.26109	5.71607	92	Intron (ENST00000267205.7/54509, intron 2 of 4)	12	121777754	121800677	22924	2	54509	8947	ENSG00000139725	RHOF	ras homolog family member F, filopodia associated
chr12	122126050	122127260	1211	*	SRR1642051_peak_14211	159	6.98348	15.9338	12.5548	1075	Exon (ENST00000319080.12/22877, exon 2 of 17)	12	122167738	122203471	35734	1	254050	-40478	ENSG00000158113	LRRC43	leucine rich repeat containing 43
chr12	122406255	122406397	143	*	SRR1642051_peak_14226	112	5.81314	11.2354	8.35074	90	Intron (ENST00000361654.8/6249, intron 1 of 23)	12	122395542	122400857	5316	1	100507066	10713	NA	CLIP1-AS1	CLIP1 antisense RNA 1
chr12	123019414	123020033	620	*	SRR1642051_peak_14275	154	7.87709	15.4936	12.1491	425	Intron (ENST00000280562.9/57605, intron 2 of 24)	12	123010667	123010728	62	2	100422931	-8686	ENSG00000265526	MIR4304	microRNA 4304
chr12	123063029	123063618	590	*	SRR1642051_peak_14278	173	7.04278	17.3695	13.8418	116	Intron (ENST00000280562.9/57605, intron 1 of 24)	12	123081384	123084744	3361	1	100507091	-17766	ENSG00000251497	PITPNM2-AS1	PITPNM2 antisense RNA 1
chr12	123064781	123064995	215	*	SRR1642051_peak_14279	121	5.98606	12.1497	9.17585	105	Intron (ENST00000280562.9/57605, intron 1 of 24)	12	123081384	123084744	3361	1	100507091	-16389	ENSG00000251497	PITPNM2-AS1	PITPNM2 antisense RNA 1
chr12	123070079	123070481	403	*	SRR1642051_peak_14282	289	9.98358	28.9709	24.2437	244	Intron (ENST00000280562.9/57605, intron 1 of 24)	12	123081384	123084744	3361	1	100507091	-10903	ENSG00000251497	PITPNM2-AS1	PITPNM2 antisense RNA 1
chr12	123088809	123089083	275	*	SRR1642051_peak_14286	102	5.89538	10.2513	7.46931	147	Exon (ENST00000624878.1/ENST00000624878.1, exon 1 of 1)	12	123081384	123084744	3361	1	100507091	7425	ENSG00000251497	PITPNM2-AS1	PITPNM2 antisense RNA 1
chr12	123094206	123094480	275	*	SRR1642051_peak_14289	145	6.43005	14.5125	11.2806	151	Intron (ENST00000280562.9/57605, intron 1 of 24)	12	123081384	123084744	3361	1	100507091	12822	ENSG00000251497	PITPNM2-AS1	PITPNM2 antisense RNA 1
chr12	123094960	123095421	462	*	SRR1642051_peak_14291	167	7.78512	16.7312	13.2627	237	Intron (ENST00000280562.9/57605, intron 1 of 24)	12	123081384	123084744	3361	1	100507091	13576	ENSG00000251497	PITPNM2-AS1	PITPNM2 antisense RNA 1
chr12	123109345	123109822	478	*	SRR1642051_peak_14292	131	7.52133	13.1771	10.0929	142	Intron (ENST00000280562.9/57605, intron 1 of 24)	12	123081384	123084744	3361	1	100507091	27961	ENSG00000251497	PITPNM2-AS1	PITPNM2 antisense RNA 1
chr12	123126839	123127205	367	*	SRR1642051_peak_14297	121	6.51339	12.1886	9.20461	60	Intron (ENST00000320201.10/57605, intron 1 of 25)	12	122983480	123151090	167611	2	57605	23885	ENSG00000090975	PITPNM2	phosphatidylinositol transfer protein membrane associated 2
chr12	123142904	123143112	209	*	SRR1642051_peak_14306	137	7.05077	13.7678	10.6146	82	Intron (ENST00000320201.10/57605, intron 1 of 25)	12	122983480	123151090	167611	2	57605	7978	ENSG00000090975	PITPNM2	phosphatidylinositol transfer protein membrane associated 2
chr12	123458138	123458509	372	*	SRR1642051_peak_14326	289	9.98358	28.9709	24.2437	271	Promoter (<=1kb)	12	123458088	123473154	15067	1	11066	50	ENSG00000184209	SNRNP35	small nuclear ribonucleoprotein U11/U12 subunit 35
chr12	124519849	124520024	176	*	SRR1642051_peak_14356	76	4.81512	7.65199	5.1668	61	Intron (ENST00000404621.5/9612, intron 1 of 46)	12	124513222	124516798	3577	1	105370047	6627	ENSG00000214650	LOC105370047	uncharacterized LOC105370047
chr12	124679315	124679568	254	*	SRR1642051_peak_14360	163	6.71724	16.3827	12.9522	170	Distal Intergenic	12	124742270	124743184	915	1	124903045	-62702	ENSG00000289940	LOC124903045	uncharacterized LOC124903045
chr12	124828984	124829413	430	*	SRR1642051_peak_14384	203	7.8147	20.3723	16.5156	326	Intron (ENST00000261693.11/949, intron 1 of 12)	12	124786783	124808790	22008	1	124903046	42201	NA	LOC124903046	uncharacterized LOC124903046
chr12	124841697	124841900	204	*	SRR1642051_peak_14389	111	6.41058	11.1014	8.24643	113	Intron (ENST00000261693.11/949, intron 1 of 12)	12	124776856	124882668	105813	2	949	40768	ENSG00000073060	SCARB1	scavenger receptor class B member 1
chr12	124904560	124904931	372	*	SRR1642051_peak_14411	130	6.33189	13.084	10.0154	250	Distal Intergenic	12	124915547	124915659	113	1	100847004	-10616	ENSG00000265345	MIR5188	microRNA 5188
chr12	131710863	131711041	179	*	SRR1642051_peak_14454	245	7.98687	24.5208	20.2384	71	Promoter (<=1kb)	12	131711081	131799738	88658	1	6433	-40	ENSG00000061936	SFSWAP	splicing factor SWAP
chr12	132672986	132673262	277	*	SRR1642051_peak_14477	108	6.39337	10.8142	7.98406	36	3' UTR	12	132623753	132687376	63624	2	5426	14114	ENSG00000177084	POLE	DNA polymerase epsilon, catalytic subunit
chr13	20360516	20360686	171	*	SRR1642051_peak_14529	92	5.60166	9.29508	6.63353	67	Distal Intergenic	13	20433778	20433846	69	2	100616304	73160	ENSG00000263978	MIR4499	microRNA 4499
chr13	24215088	24215314	227	*	SRR1642051_peak_14591	83	5.24886	8.36586	5.81098	163	Intron (ENST00000382141.4/221178, intron 3 of 15)	13	24252749	24254439	1691	2	100874231	39125	ENSG00000227213	SPATA13-AS1	SPATA13 antisense RNA 1
chr13	24221397	24221794	398	*	SRR1642051_peak_14600	160	6.00925	16.0393	12.6432	257	Intron (ENST00000382141.4/221178, intron 3 of 15)	13	24252749	24254439	1691	2	100874231	32645	ENSG00000227213	SPATA13-AS1	SPATA13 antisense RNA 1
chr13	31931210	31931500	291	*	SRR1642051_peak_14754	129	7.35412	12.911	9.85114	86	Intron (ENST00000645780.1/10129, intron 1 of 61)	13	31846841	31991931	145091	1	196549	84369	NA	EEF1DP3	eukaryotic translation elongation factor 1 delta pseudogene 3
chr13	33274564	33274948	385	*	SRR1642051_peak_14784	119	6.70812	11.9741	9.01619	140	Intron (ENST00000628131.2/100874241, intron 3 of 5)	13	33333679	33335277	1599	2	105370154	60329	NA	LINC02344	long intergenic non-protein coding RNA 2344
chr13	40336084	40336302	219	*	SRR1642051_peak_14819	125	7.0655	12.564	9.55791	114	Intron (ENST00000638084.1/646982, intron 2 of 5)	13	40194509	40350313	155805	2	400123	14011	ENSG00000215483	LINC00548	long intergenic non-protein coding RNA 548
chr13	40503456	40503716	261	*	SRR1642051_peak_14830	93	5.48338	9.31879	6.64732	16	Intron (ENST00000615137.1/646982, intron 1 of 3)	13	40198074	40535807	337734	2	646982	32091	ENSG00000215483	LINC00598	long intergenic non-protein coding RNA 598
chr13	42553355	42553758	404	*	SRR1642051_peak_14894	117	5.50304	11.7967	8.85468	47	Distal Intergenic	13	42562736	42608013	45278	1	8600	-8978	ENSG00000120659	TNFSF11	TNF superfamily member 11
chr13	44109899	44110147	249	*	SRR1642051_peak_14912	87	5.64145	8.77233	6.15749	127	Promoter (<=1kb)	13	44110451	44240517	130067	1	101929212	-304	ENSG00000227258	SMIM2-AS1	SMIM2 antisense RNA 1
chr13	44192696	44192949	254	*	SRR1642051_peak_14915	73	5.24366	7.38719	4.93306	25	Intron (ENST00000618753.4/101929212, intron 3 of 3)	13	44196129	44196200	72	2	102465876	3251	ENSG00000276319	MIR8079	microRNA 8079
chr13	45446962	45447322	361	*	SRR1642051_peak_14961	173	7.04806	17.3804	13.8418	273	Distal Intergenic	13	45464898	45536701	71804	1	83548	-17576	ENSG00000136152	COG3	component of oligomeric golgi complex 3
chr13	46672719	46672949	231	*	SRR1642051_peak_14991	87	5.295	8.78731	6.17186	86	Intron (ENST00000311191.10/23143, intron 3 of 18)	13	46553168	46753040	199873	1	23143	119551	ENSG00000136141	LRCH1	leucine rich repeats and calponin homology domain containing 1
chr13	49314238	49314404	167	*	SRR1642051_peak_15030	83	5.75231	8.34952	5.79549	131	Intron (ENST00000355854.8/81617, intron 8 of 8)	13	49247925	49293485	45561	1	81602	66313	ENSG00000102543	CDADC1	cytidine and dCMP deaminase domain containing 1
chr13	49858919	49859686	768	*	SRR1642051_peak_15050	312	12.883	31.22	26.2878	641	Distal Intergenic	13	49890591	49892998	2408	1	220429	-30905	ENSG00000181358	CTAGE10P	CTAGE family member 10, pseudogene
chr13	50319896	50320305	410	*	SRR1642051_peak_15073	126	6.40959	12.6426	9.61447	181	Intron (ENST00000486895.5/10301, intron 1 of 1)	13	50224281	50401366	177086	1	124900337	95615	NA	LOC124900337	uncharacterized LOC124900337
chr13	50357075	50357503	429	*	SRR1642051_peak_15076	141	5.84447	14.1918	11.0093	306	Intron (ENST00000486895.5/10301, intron 1 of 1)	13	50224281	50401366	177086	1	124900337	132794	NA	LOC124900337	uncharacterized LOC124900337
chr13	51477985	51478186	202	*	SRR1642051_peak_15098	98	5.91299	9.80407	7.08386	72	Intron (ENST00000657609.1/124903175, intron 1 of 3)	13	51354077	51454264	100188	2	26512	-23721	ENSG00000102786	INTS6	integrator complex subunit 6
chr13	51478472	51478868	397	*	SRR1642051_peak_15099	166	8.75947	16.636	13.1744	262	Intron (ENST00000657609.1/124903175, intron 1 of 3)	13	51354077	51454264	100188	2	26512	-24208	ENSG00000102786	INTS6	integrator complex subunit 6
chr13	51727585	51728285	701	*	SRR1642051_peak_15127	211	9.16065	21.1025	17.1751	531	Exon (ENST00000298125.7/115825, exon 6 of 12)	13	51804297	51813832	9536	1	107984561	-76012	NA	LOC107984561	uncharacterized LOC107984561
chr13	51731674	51731918	245	*	SRR1642051_peak_15130	133	7.19446	13.3357	10.2295	159	Intron (ENST00000298125.7/115825, intron 6 of 11)	13	51804297	51813832	9536	1	107984561	-72379	NA	LOC107984561	uncharacterized LOC107984561
chr13	89515020	89515693	674	*	SRR1642051_peak_15240	211	9.16065	21.1025	17.1751	92	Intron (ENST00000659314.1/107984621, intron 3 of 3)	13	89477608	89500509	22902	2	105370308	-14511	ENSG00000226037	LINC01040	long intergenic non-protein coding RNA 1040
chr13	93759061	93759205	145	*	SRR1642051_peak_15263	50	3.83536	5.08049	2.88755	72	Intron (ENST00000377047.9/10082, intron 2 of 8)	13	93818424	93836144	17721	2	100873973	76939	NA	GPC6-AS2	GPC6 antisense RNA 2
chr13	94157657	94158002	346	*	SRR1642051_peak_15273	146	6.9991	14.6486	11.3963	236	Intron (ENST00000377047.9/10082, intron 4 of 8)	13	94154193	94187991	33799	2	100873972	29989	ENSG00000236520	GPC6-AS1	GPC6 antisense RNA 1
chr13	94329268	94329783	516	*	SRR1642051_peak_15285	100	5.03954	10.0802	7.33022	362	Intron (ENST00000377047.9/10082, intron 6 of 8)	13	94154193	94187991	33799	2	100873972	-141277	ENSG00000236520	GPC6-AS1	GPC6 antisense RNA 1
chr13	97295480	97295796	317	*	SRR1642051_peak_15338	124	6.98283	12.428	9.42834	197	Promoter (<=1kb)	13	97278768	97295400	16633	2	101927385	-80	NA	LOC101927385	uncharacterized LOC101927385
chr13	98272961	98273139	179	*	SRR1642051_peak_15370	81	5.62002	8.15098	5.60932	48	Intron (ENST00000595437.5/10160, intron 2 of 27)	13	98328191	98377918	49728	1	105370327	-55052	NA	LOC105370327	uncharacterized LOC105370327
chr13	98495951	98496267	317	*	SRR1642051_peak_15381	113	7.29806	11.3449	8.45079	29	Intron (ENST00000539966.6/8428, intron 2 of 10)	13	98445185	98577940	132756	2	8428	81673	ENSG00000102572	STK24	serine/threonine kinase 24
chr13	98535599	98535799	201	*	SRR1642051_peak_15385	112	6.30738	11.2084	8.32872	127	Intron (ENST00000539966.6/8428, intron 1 of 10)	13	98445185	98577940	132756	2	8428	42141	ENSG00000102572	STK24	serine/threonine kinase 24
chr13	98664031	98665061	1031	*	SRR1642051_peak_15394	118	5.14404	11.8043	8.85548	812	Distal Intergenic	13	98445185	98577940	132756	2	8428	-86091	ENSG00000102572	STK24	serine/threonine kinase 24
chr13	98747288	98747513	226	*	SRR1642051_peak_15400	111	7.055	11.199	8.32872	89	Intron (ENST00000376503.10/6564, intron 1 of 22)	13	98683801	98752672	68872	2	6564	5159	ENSG00000088386	SLC15A1	solute carrier family 15 member 1
chr13	98761199	98761599	401	*	SRR1642051_peak_15403	121	5.98606	12.1497	9.17585	341	Distal Intergenic	13	98683801	98752672	68872	2	6564	-8527	ENSG00000088386	SLC15A1	solute carrier family 15 member 1
chr13	101649987	101650129	143	*	SRR1642051_peak_15467	88	5.84176	8.88711	6.26107	108	Intron (ENST00000618057.4/9358, intron 6 of 9)	13	101452593	101720856	268264	1	9358	197394	ENSG00000198542	ITGBL1	integrin subunit beta like 1
chr13	101739329	101739780	452	*	SRR1642051_peak_15469	352	15.2996	35.2872	30.009	359	Intron (ENST00000376143.5/2259, intron 3 of 4)	13	101967642	101967746	105	2	100616110	227966	ENSG00000265164	MIR2681	microRNA 2681
chr13	101740154	101740672	519	*	SRR1642051_peak_15470	167	9.08446	16.7261	13.2617	378	Intron (ENST00000376143.5/2259, intron 3 of 4)	13	101967642	101967746	105	2	100616110	227074	ENSG00000265164	MIR2681	microRNA 2681
chr13	102440236	102440390	155	*	SRR1642051_peak_15494	84	5.65489	8.43633	5.85294	26	Distal Intergenic	13	101710804	102402457	691654	2	2259	-37779	ENSG00000102466	FGF14	fibroblast growth factor 14
chr13	110063469	110063631	163	*	SRR1642051_peak_15536	80	4.83756	8.01473	5.4805	29	Intron (ENST00000670698.1/101927646, intron 1 of 1)	13	110053285	110054952	1668	1	104355146	10184	ENSG00000231428	LINC00396	long intergenic non-protein coding RNA 396
chr13	110094891	110095232	342	*	SRR1642051_peak_15540	236	10.3801	23.6365	19.4408	201	Intron (ENST00000670698.1/101927646, intron 1 of 1)	13	109988097	110129136	141040	2	101927646	33904	NA	LINC03082	long intergenic non-protein coding RNA 3082
chr13	110507979	110508530	552	*	SRR1642051_peak_15545	190	8.06106	19.0647	15.3524	108	Promoter (<=1kb)	13	110502575	110508179	5605	2	100874203	0	ENSG00000232814	COL4A2-AS1	COL4A2 antisense RNA 1
chr13	110520671	110520865	195	*	SRR1642051_peak_15546	112	6.09732	11.2014	8.32872	117	Exon (ENST00000692587.1/ENST00000692587.1, exon 1 of 1)	13	110502575	110508179	5605	2	100874203	-12492	ENSG00000232814	COL4A2-AS1	COL4A2 antisense RNA 1
chr13	110525442	110525802	361	*	SRR1642051_peak_15548	74	4.69267	7.44677	4.9871	198	Intron (ENST00000267328.5/55647, intron 1 of 1)	13	110502575	110508179	5605	2	100874203	-17263	ENSG00000232814	COL4A2-AS1	COL4A2 antisense RNA 1
chr13	110541705	110541924	220	*	SRR1642051_peak_15556	84	4.73054	8.44714	5.85294	35	Intron (ENST00000267328.5/55647, intron 1 of 1)	13	110523066	110561722	38657	2	55647	19798	ENSG00000139832	RAB20	RAB20, member RAS oncogene family
chr13	110556097	110556267	171	*	SRR1642051_peak_15557	61	3.80353	6.17368	3.84875	61	Intron (ENST00000267328.5/55647, intron 1 of 1)	13	110523066	110561722	38657	2	55647	5455	ENSG00000139832	RAB20	RAB20, member RAS oncogene family
chr13	112213802	112214012	211	*	SRR1642051_peak_15576	171	7.63449	17.1581	13.6474	59	Distal Intergenic	13	112067149	112071706	4558	1	6656	146653	ENSG00000182968	SOX1	SRY-box transcription factor 1
chr14	21042695	21043015	321	*	SRR1642051_peak_15681	124	6.2951	12.4375	9.43752	136	Promoter (<=1kb)	14	21042316	21044234	1919	1	84659	379	ENSG00000165799	RNASE7	ribonuclease A family member 7
chr14	21048484	21048688	205	*	SRR1642051_peak_15686	122	6.73938	12.2894	9.29366	110	5' UTR	14	21042316	21044234	1919	1	84659	6168	ENSG00000165799	RNASE7	ribonuclease A family member 7
chr14	21916137	21916287	151	*	SRR1642051_peak_15722	78	5.53691	7.82752	5.32101	97	Distal Intergenic	14	21667886	21673818	5933	2	26687	-242319	ENSG00000276240	OR4E1	olfactory receptor family 4 subfamily E member 1
chr14	23589297	23589465	169	*	SRR1642051_peak_15788	88	5.53764	8.83145	6.20862	38	Distal Intergenic	14	23568038	23578790	10753	2	84502	-10507	ENSG00000092051	JPH4	junctophilin 4
chr14	23608663	23608919	257	*	SRR1642051_peak_15789	84	4.57261	8.44055	5.85294	153	Distal Intergenic	14	23630115	23645639	15525	1	10202	-21196	ENSG00000100867	DHRS2	dehydrogenase/reductase 2
chr14	24093634	24093973	340	*	SRR1642051_peak_15810	283	11.2795	28.386	23.7239	210	Intron (ENST00000561028.6/4901, intron 1 of 2)	14	24399003	24419283	20281	1	57523	-305030	ENSG00000205978	NYNRIN	NYN domain and retroviral integrase containing
chr14	24816600	24816865	266	*	SRR1642051_peak_15863	135	6.12105	13.5895	10.4539	82	3' UTR	14	24861172	24865978	4807	1	124903294	-44307	NA	LOC124903294	uncharacterized LOC124903294
chr14	24818205	24818808	604	*	SRR1642051_peak_15865	188	9.0148	18.8787	15.1829	318	Exon (ENST00000653098.1/ENST00000653098.1, exon 1 of 2)	14	24861172	24865978	4807	1	124903294	-42364	NA	LOC124903294	uncharacterized LOC124903294
chr14	24837403	24837788	386	*	SRR1642051_peak_15866	108	6.39337	10.8142	7.98406	53	Intron (ENST00000323944.10/29091, intron 4 of 5)	14	24861172	24865978	4807	1	124903294	-23384	NA	LOC124903294	uncharacterized LOC124903294
chr14	30849190	30849454	265	*	SRR1642051_peak_15880	84	5.94314	8.43633	5.85294	47	Distal Intergenic	14	30874514	30895065	20552	1	1690	-25060	ENSG00000100473	COCH	cochlin
chr14	32472499	32472755	257	*	SRR1642051_peak_15916	126	6.23555	12.6121	9.60198	117	Intron (ENST00000280979.9/9472, intron 2 of 13)	14	32329298	32837684	508387	1	9472	143201	ENSG00000151320	AKAP6	A-kinase anchoring protein 6
chr14	39233265	39233553	289	*	SRR1642051_peak_16018	105	6.63237	10.5481	7.74149	167	Intron (ENST00000557148.5/4253, intron 2 of 4)	14	39230231	39388513	158283	1	4253	3034	ENSG00000150527	MIA2	MIA SH3 domain ER export factor 2
chr14	49964740	49965066	327	*	SRR1642051_peak_16076	127	7.4537	12.7736	9.72139	153	Promoter (1-2kb)	14	49966399	49966511	113	1	102464828	-1333	ENSG00000278038	MIR6076	microRNA 6076
chr14	50002397	50003391	995	*	SRR1642051_peak_16089	230	9.80941	23.0554	18.9226	271	Exon (ENST00000528300.5/283551, exon 2 of 4)	14	49981673	50007520	25848	2	283551	4129	ENSG00000214900	LINC01588	long intergenic non-protein coding RNA 1588
chr14	50043824	50044947	1124	*	SRR1642051_peak_16092	230	8.58453	23.0826	18.9446	1016	Intron (ENST00000635379.1/196913, intron 3 of 11)	14	49981673	50007520	25848	2	283551	-36304	ENSG00000214900	LINC01588	long intergenic non-protein coding RNA 1588
chr14	51448791	51449120	330	*	SRR1642051_peak_16125	229	9.11753	22.9772	18.8602	208	Intron (ENST00000697566.1/105370496, intron 1 of 4)	14	51489100	51730727	241628	1	122786	-39980	ENSG00000139926	FRMD6	FERM domain containing 6
chr14	54651758	54652227	470	*	SRR1642051_peak_16186	146	6.9991	14.6486	11.3963	375	Intron (ENST00000554335.6/23034, intron 2 of 12)	14	54684026	54729324	45299	2	729451	77097	NA	SAMD4A-AS1	SAMD4A antisense RNA 1
chr14	54719208	54719436	229	*	SRR1642051_peak_16192	124	7.02392	12.4956	9.49141	132	Intron (ENST00000554335.6/23034, intron 3 of 12)	14	54684026	54729324	45299	2	729451	9888	NA	SAMD4A-AS1	SAMD4A antisense RNA 1
chr14	54841361	54841590	230	*	SRR1642051_peak_16203	83	5.37412	8.35009	5.79549	195	Distal Intergenic	14	54878113	54878193	81	2	100422984	36603	ENSG00000265432	MIR4308	microRNA 4308
chr14	58426826	58427551	726	*	SRR1642051_peak_16258	173	7.04806	17.3804	13.8418	620	Promoter (<=1kb)	14	58408495	58427531	19037	2	26520	0	ENSG00000100575	TIMM9	translocase of inner mitochondrial membrane 9
chr14	59314494	59314901	408	*	SRR1642051_peak_16269	121	6.50905	12.1812	9.20282	137	Intron (ENST00000360909.8/23002, intron 3 of 24)	14	59188646	59371405	182760	1	23002	125848	ENSG00000100592	DAAM1	dishevelled associated activator of morphogenesis 1
chr14	61543270	61543427	158	*	SRR1642051_peak_16293	113	7.29441	11.3392	8.4454	81	Promoter (2-3kb)	14	61535385	61545484	10100	2	105370525	2057	ENSG00000258926	LOC105370525	uncharacterized LOC105370525
chr14	61553173	61553357	185	*	SRR1642051_peak_16295	203	7.97507	20.3845	16.5156	79	Intron (ENST00000556347.1/5583, intron 3 of 3)	14	61535385	61545484	10100	2	105370525	-7689	ENSG00000258926	LOC105370525	uncharacterized LOC105370525
chr14	61562403	61562663	261	*	SRR1642051_peak_16301	112	6.30738	11.2084	8.32872	164	Exon (ENST00000508827.1/101927780, exon 4 of 5)	14	61570405	61658696	88292	1	400221	-7742	ENSG00000232774	LINC03033	long intergenic non-protein coding RNA 3033
chr14	61562750	61562892	143	*	SRR1642051_peak_16302	76	4.62717	7.65199	5.1668	59	Exon (ENST00000508827.1/101927780, exon 4 of 5)	14	61570405	61658696	88292	1	400221	-7513	ENSG00000232774	LINC03033	long intergenic non-protein coding RNA 3033
chr14	64726161	64726431	271	*	SRR1642051_peak_16358	75	4.86537	7.53305	5.05997	264	Intron (ENST00000555982.5/26030, intron 1 of 4)	14	64704102	64750249	46148	1	26030	22059	ENSG00000126822	PLEKHG3	pleckstrin homology and RhoGEF domain containing G3
chr14	64736872	64737108	237	*	SRR1642051_peak_16362	66	4.65937	6.6833	4.29256	101	Exon (ENST00000247226.13/26030, exon 13 of 17)	14	64704102	64750249	46148	1	26030	32770	ENSG00000126822	PLEKHG3	pleckstrin homology and RhoGEF domain containing G3
chr14	64947877	64948339	463	*	SRR1642051_peak_16369	182	8.01041	18.2151	14.6009	241	3' UTR	14	64939152	64942746	3595	2	2877	-5131	ENSG00000176153	GPX2	glutathione peroxidase 2
chr14	64948671	64948925	255	*	SRR1642051_peak_16370	76	4.26703	7.66459	5.1668	116	3' UTR	14	64939152	64942746	3595	2	2877	-5925	ENSG00000176153	GPX2	glutathione peroxidase 2
chr14	66932808	66933369	562	*	SRR1642051_peak_16385	135	6.5958	13.571	10.4444	87	Exon (ENST00000693369.1/ENST00000693369.1, exon 1 of 1)	14	67189393	67228550	39158	1	161142	-256024	ENSG00000172717	GARIN2	golgi associated RAB2 interactor family member 2
chr14	68229520	68229956	437	*	SRR1642051_peak_16433	121	6.51339	12.1886	9.20461	151	Intron (ENST00000479335.5/5890, intron 8 of 11)	14	68125004	68130196	5193	2	105370546	-99324	NA	LOC105370546	uncharacterized LOC105370546
chr14	68245744	68245956	213	*	SRR1642051_peak_16441	131	6.71491	13.183	10.0929	85	Intron (ENST00000479335.5/5890, intron 8 of 11)	14	68125004	68130196	5193	2	105370546	-115548	NA	LOC105370546	uncharacterized LOC105370546
